address,price,extPrice,area,room,toilet,hDirection,bDirection
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng","3,5 tỷ","~42,42 triệu/m²","82,5 m²",Hợp đồng mua bán,Cơ bản.,2 phòng,2 phòng
"Dự án The Point, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",11 tỷ,~44 triệu/m²,250 m²,Bắc,Bắc,12.5 m,10.5 m
"Dự án The Point, Đường Võ Nguyên Giáp, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","17,5 tỷ","~63,64 triệu/m²",275 m²,Đông,2 tầng,7 m,Đông
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",21 tỷ,~70 triệu/m²,300 m²,3 phòng,3 phòng,15 m,3 tầng
"Dự án Fusion Resort & Villas Da Nang, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",22 tỷ,"~59,46 triệu/m²",370 m²,Đông - Nam,Đông - Nam,15 m,7 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,8 tỷ",~24 triệu/m²,75 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam
"Dự án Marina Complex, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","11,2 tỷ","~77,78 triệu/m²",144 m²,Đông - Nam,4 tầng,6 m,20 m
"Đường Hải Hồ, Phường Thanh Bình, Hải Châu, Đà Nẵng","11,9 tỷ","~86,42 triệu/m²","137,7 m²",Tây,3 tầng,5.5 m,Tây - Nam
"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Đường Trương Quốc Dung, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","10,85 tỷ","~75,33 triệu/m²",144 m²,Đông - Nam,Đông - Nam,6 m,24 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,9 tỷ","~27,14 triệu/m²",70 m²,2 phòng,1 phòng,Tây - Nam,Đông - Bắc
"Dự án Sun Cosmo Residence, Ngũ Hành Sơn, Đà Nẵng",168 triệu/m²,"~16,8 tỷ",100 m²,7 tầng,18 phòng,5 m,13.5 m
"Đường Vũ Thạnh, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","3,2 tỷ",~32 triệu/m²,100 m²,Nam,Sổ đỏ/ Sổ hồng.,5 m,7.5 m
"Dự án Hoàng Anh Gia Lai Lake View Residence, Quận Thanh Khê, Đà Nẵng","1,95 tỷ","~20,74 triệu/m²",94 m²,Sổ đỏ/ Sổ hồng,Full nội thất.,2 phòng,2 phòng
"Kiệt 411 Nguyễn Phước Nguyên, Phường An Khê, Thanh Khê, Đà Nẵng",,,,,,,
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","1,87 tỷ","~18,7 triệu/m²",100 m²,Đông - Bắc,Sổ đỏ/ Sổ hồng.,5 m,5.5 m
"Kiệt 408 Tôn Đản, Phường Hòa An, Cẩm Lệ, Đà Nẵng",,,,,,,
"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Ngũ Hành Sơn, Đà Nẵng",168 triệu/m²,"~17,14 tỷ",102 m²,7 tầng,18 phòng,5 m,13.5 m
"Đường Nguyễn Văn Thoại, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","6,5 tỷ","~38,01 triệu/m²",171 m²,Sổ đỏ/ Sổ hồng.,,7.5 m,Tây
"Đường Nguyễn Hữu Thọ, Phường Nam Dương, Hải Châu, Đà Nẵng",Thỏa thuận,,1.100 m²,,,,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,399 m²,,,,
"Dự án Hiyori Garden Tower, Đường Võ Văn Kiệt, Phường An Hải Đông, Sơn Trà, Đà Nẵng","3,55 tỷ","~56,35 triệu/m²",63 m²,Sổ đỏ/ Sổ hồng,Đầy đủ.,2 phòng,2 phòng
"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Ngũ Hành Sơn, Đà Nẵng",23 tỷ,~92 triệu/m²,250 m²,5 phòng,Sổ đỏ/ Sổ hồng,10 m,3 tầng
"Đường An Thượng 16, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","5,5 tỷ",~110 triệu/m²,50 m²,2 phòng,2 phòng,3.7 m,2 tầng
"Dự án Fusion Maia Resort, Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,427 m²,Nam,Nam,15 m,20.5 m
"Dự án Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",,,,,,,
"Dự án Euro Village 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,300 m²,5 phòng,4 phòng,Tây - Bắc,4 tầng
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",21 tỷ,~70 triệu/m²,300 m²,3 tầng,4 phòng,15 m,30 m
"Dự án F.Home, Phố Lý Thường Kiệt, Phường Thạch Thang, Hải Châu, Đà Nẵng",,,,,,,
"Dự án Hoàng Anh Gia Lai Lake View Residence, Quận Thanh Khê, Đà Nẵng","1,95 tỷ","~20,74 triệu/m²",94 m²,2 phòng,Sổ đỏ/ Sổ hồng.,Nam,2 phòng
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,6 tỷ","~21,33 triệu/m²",75 m²,2 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,2 phòng
"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",52 tỷ,"~104,84 triệu/m²",496 m²,Tây,Sổ đỏ/ Sổ hồng,20 m,35 m
"Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",41 tỷ,"~41,12 triệu/m²","997,1 m²",,,25 m,
"Đường 30/4, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","17,5 tỷ","~129,63 triệu/m²",135 m²,,,5 m,4 tầng
"Phố Bà Huyện Thanh Quan, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",85 triệu/m²,"~35,02 tỷ",412 m²,,,,
"Đường 30/4, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",115 triệu/m²,"~18,4 tỷ",160 m²,Bắc,,5 m,15 m
"Đường Xuân Thiều 14, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",3 tỷ,~30 triệu/m²,100 m²,,,Tây,
"Đường Chương Dương, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,7 tỷ","~22,67 triệu/m²",75 m²,Sổ đỏ/ Sổ hồng,Cơ bản,2 phòng,2 phòng
"Đường Nguyễn Tất Thành, Phường Xuân Hà, Thanh Khê, Đà Nẵng",Thỏa thuận,,250 m²,,,10 m,Đông - Bắc
"Đường Hoàng Sa, Phường Mân Thái, Sơn Trà, Đà Nẵng",220 triệu/m²,"~24,2 tỷ",110 m²,Đông,,5 m,15 m
"Đường Nguyễn Xiển, Ngũ Hành Sơn, Đà Nẵng",11 tỷ,"~79,14 triệu/m²",139 m²,,,7.5 m,Đông - Nam
"Dự án À La Carte Hotel, Đường Dương Đình Nghệ, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","2,9 tỷ","~44,96 triệu/m²","64,5 m²",,,,
"Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",Thỏa thuận,,100.000 m²,,,,
"Đường Vũ Miên, Xã Hòa Phước, Hòa Vang, Đà Nẵng",30 triệu/m²,"~6,75 tỷ",225 m²,,,Tây - Bắc,
"Dự án Regal Pavillon Đà Nẵng, Đường Hóa Sơn 10, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","14,5 tỷ","~120,83 triệu/m²",120 m²,Bắc,4 tầng,6 m,6 m
"Đường Phạm Đức Nam, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","2,7 tỷ",~27 triệu/m²,100 m²,Đông - Nam,Sổ hồng,5 m,7.5 m
"Xã Hòa Phước, Hòa Vang, Đà Nẵng",10 triệu/m²,"~3,38 tỷ",338 m²,,,7 m,7 m
"Dự án F.Home, Phố Lý Thường Kiệt, Phường Thạch Thang, Hải Châu, Đà Nẵng",14 tỷ,~40 triệu/m²,350 m²,4 phòng,4 phòng,Tây - Nam,Tây - Nam
"Dự án Han River Village (Nam Hòa Xuân), Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",24 tỷ,"~38,71 triệu/m²",620 m²,Sổ đỏ/ Sổ hồng,,7.5 m,Nam
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Mỹ Đa Tây 5, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",36 tỷ,~120 triệu/m²,300 m²,Tây,Sổ đỏ/ Sổ hồng,15 m,20 m
"Kiệt 300/21, Đường Hải Phòng, Phường Tân Chính, Thanh Khê, Đà Nẵng",,,,,,,
"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",,,,,,,
"Kiệt Đường Trần Cao Vân, Phường Xuân Hà, Thanh Khê, Đà Nẵng",,,,,,,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,9 tỷ","~25,33 triệu/m²",75 m²,2 phòng,2 phòng,Tây - Nam,Đông - Bắc
"Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",9 tỷ,"~105,88 triệu/m²",85 m²,,,Đông,
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,300 m²,4 phòng,3 phòng,15 m,33 m
"Đường Trần Cao Vân, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",,,,,,,
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"82,6 m²",Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Đường Kiều Phụng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","2,2 tỷ",~22 triệu/m²,100 m²,,,Đông,
"Dự án FPT City Đà Nẵng, Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,56 tỷ","~27,86 triệu/m²",56 m²,,,2 phòng,Sổ đỏ/ Sổ hồng
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,5 tỷ","~20,05 triệu/m²","74,8 m²",2 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,2 phòng
"Đường An Nhơn 3, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","5,4 tỷ","~99,08 triệu/m²","54,5 m²",Sổ đỏ/ Sổ hồng,,3 phòng,3 phòng
"Đường Trần Kế Xương, Phường Hải Châu II, Hải Châu, Đà Nẵng",Thỏa thuận,,54 m²,Tây - Bắc,Tây - Bắc,5.3 m,7.5 m
"Đường Dương Trí Trạch, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","6,2 tỷ","~95,38 triệu/m²",65 m²,Đông,Đông,5 m,5.5 m
"Đường Bắc Sơn, Phường Hòa An, Cẩm Lệ, Đà Nẵng","12,8 tỷ",~64 triệu/m²,200 m²,Đông,Sổ đỏ/ Sổ hồng.,10 m,15 m
"Đường Chương Dương, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",27 tỷ,~135 triệu/m²,200 m²,Tây,Sổ đỏ/ Sổ hồng.,10 m,20 m
"Dự án FPT City Đà Nẵng, Đường Võ Qúy Huân, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,8 tỷ","~25,35 triệu/m²",71 m²,2 phòng,Sổ đỏ/ Sổ hồng,Đông,2 phòng
"Đường Phạm Cự Lượng, Phường An Hải Đông, Sơn Trà, Đà Nẵng",21 tỷ,"~73,68 triệu/m²",285 m²,Sổ đỏ/ Sổ hồng.,,5.5 m,Đông
"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,100 m²,,,7.5 m,Đã có sổ đỏ.
"Dự án Fusion Resort & Villas Da Nang, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,370 m²,1 phòng,1 phòng,20 m,1 tầng
"Dự án Dream Home, Đường Hà Bồng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","3,2 tỷ",~32 triệu/m²,100 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng,5 m,7.5 m
"Phố Phùng Chí Kiên, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","3,8 tỷ","~50,67 triệu/m²",75 m²,3 phòng,2 phòng,Tây - Bắc,2 tầng
"Đường An Cư 4, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","5,5 tỷ","~82,09 triệu/m²",67 m²,Đông,2 tầng,5 m,5.5 m
"Đường Vũ Quỳnh, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng","5,29 tỷ","~70,53 triệu/m²",75 m²,Đông - Bắc,Đông - Bắc,5 m,5.5 m
"Dự án Golden Hills City, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","1,6 tỷ","~12,8 triệu/m²",125 m²,,,,
"Đường Non Nước, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","10,5 tỷ","~52,5 triệu/m²",200 m²,Nam,Sổ đỏ/ Sổ hồng.,10 m,7.5 m
"Đường Lê Văn Quý, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","15,6 tỷ",~75 triệu/m²,208 m²,Tây,Sổ đỏ/ Sổ hồng.,9 m,7.5 m
"Đường Bình Thái 4, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng","1,2 tỷ","~19,05 triệu/m²",63 m²,,,Sổ đỏ/ Sổ hồng.,
"Đường Bình Thái 4, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng","1,2 tỷ","~19,05 triệu/m²",63 m²,,,Sổ đỏ/ Sổ hồng.,
"Đường Trường Sơn, Xã Hòa Nhơn, Hòa Vang, Đà Nẵng",500 triệu,"~1,04 triệu/m²",480 m²,,,Tây - Nam,Sổ đỏ/ Sổ hồng
"Đường Ngô Xuân Thu, Phường Hòa Hiệp Bắc, Liên Chiểu, Đà Nẵng","1,42 tỷ","~15,78 triệu/m²",90 m²,2 phòng,2 phòng,Đông - Nam,1 tầng
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng","6,5 tỷ","~81,25 triệu/m²",80 m²,Hợp đồng mua bán,Cơ bản,2 phòng,2 phòng
"Dự án Fusion Resort & Villas Da Nang, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","12,3 tỷ","~28,81 triệu/m²",427 m²,Nam,Nam,15.5 m,10.5 m
"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Ngũ Hành Sơn, Đà Nẵng","4,9 tỷ","~46,67 triệu/m²",105 m²,Hợp đồng mua bán,Cơ bản,3 phòng,2 phòng
"Dự án The Ocean Villas, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",30 tỷ,"~39,06 triệu/m²",768 m²,Nam,Nam,15 m,7.5 m
"Dự án Marina Complex, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",8 tỷ,"~55,56 triệu/m²",144 m²,3 tầng,3 phòng,6 m,24 m
"Đường Pasteur, Phường Hải Châu I, Hải Châu, Đà Nẵng","1,4 tỷ","~52,63 triệu/m²","26,6 m²",Tây,Tây,5 m,2 m
"Đường An Thượng 29, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","8,5 tỷ","~121,43 triệu/m²",70 m²,4 phòng,4 phòng,5 m,7.5 m
"Dự án Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Thỏa thuận,,120 m²,Đông - Nam,Đông - Nam,6 m,7.5 m
"Dự án Euro Village 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",22 tỷ,"~73,33 triệu/m²",300 m²,Tây - Bắc,3 tầng,12 m,7.5 m
"Đường Hoàng Sa, Phường Thọ Quang, Sơn Trà, Đà Nẵng",235 triệu/m²,"~68,15 tỷ",290 m²,Đông,,10 m,33 m
"Dự án À La Carte Hotel, Đường Dương Đình Nghệ, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","2,65 tỷ","~55,44 triệu/m²","47,8 m²",,,1 phòng,1 phòng
"Đường Quốc lộ 1A, Xã Hòa Phước, Hòa Vang, Đà Nẵng",40 triệu/m²,~5 tỷ,125 m²,,,5 m,
"Dự án Hoàng Anh Lakeview Residence, Đường Hàm Nghi, Phường Thạc Gián, Thanh Khê, Đà Nẵng","1,95 tỷ","~20,74 triệu/m²",94 m²,2 phòng,,Nam,2 phòng
"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng","5,8 tỷ","~53,95 triệu/m²","107,5 m²",Đông,Đông,5 m,15 m
"Dự án Hoàng Anh Lakeview Residence, 72 Đường Hàm Nghi, Phường Thạc Gián, Thanh Khê, Đà Nẵng","1,95 tỷ","~20,74 triệu/m²",94 m²,2 phòng,2 phòng,Bắc,Nam
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","1,86 tỷ","~18,6 triệu/m²",100 m²,,,Tây - Nam,Sổ đỏ/ Sổ hồng
"Dự án Indochina Riverside, Đường Bạch Đằng, Phường Bình Hiên, Hải Châu, Đà Nẵng",3 tỷ,"~46,15 triệu/m²",65 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,1 phòng,1 phòng
"Dự án Indochina Riverside, Đường Bạch Đằng, Phường Bình Hiên, Hải Châu, Đà Nẵng",3 tỷ,"~46,15 triệu/m²",65 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,1 phòng,1 phòng
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","2,45 tỷ","~20,62 triệu/m²","118,8 m²",Tây - Bắc,Sổ đỏ/ Sổ hồng,6 m,7.5 m
"Đường Nguyễn Phước Lan, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","10,5 tỷ",~105 triệu/m²,100 m²,,,Đông - Bắc,Sổ đỏ/ Sổ hồng
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"82,6 m²",2 phòng,2 phòng,Đông,Đông
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,70 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam
"Dự án Phú Mỹ An, Đường Trần Quốc Vượng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","4,3 tỷ","~32,82 triệu/m²",131 m²,Tây,Sổ đỏ/ Sổ hồng.,5 m,7.5 m
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng","5,1 tỷ",~102 triệu/m²,50 m²,1 phòng,1 phòng,Nam,Bắc
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Giang Châu 1, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"337,5 m²",Tây - Nam,Sổ đỏ/ Sổ hồng,12 m,7.5 m
"Đường Tiểu La, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","3,85 tỷ",~77 triệu/m²,50 m²,Nam,Nam,3.71 m,3.5 m
"Đường Trường Thi 5, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",14 tỷ,"~155,56 triệu/m²",90 m²,9 tầng,22 phòng,5 m,7.5 m
"Phố Mạc Thị Bưởi, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","7,4 tỷ","~83,15 triệu/m²",89 m²,8 phòng,8 phòng,7.5 m,4 tầng
"Đường Phạm Văn Đồng, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","199,9 tỷ","~526,05 triệu/m²",380 m²,91 phòng,92 phòng,22 m,30 m
"Đường Võ Nguyên Giáp, Phường Mân Thái, Sơn Trà, Đà Nẵng",58 tỷ,~290 triệu/m²,200 m²,Sổ đỏ/ Sổ hồng,,10 m,15 m
"Phố Lý Thường Kiệt, Phường Thạch Thang, Hải Châu, Đà Nẵng",260 tỷ,"~173,33 triệu/m²",1.500 m²,Sổ đỏ/ Sổ hồng,,20 m,10.5 m
"Đường Thanh Lương 31, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","7,2 tỷ",~36 triệu/m²,200 m²,Đông - Bắc,Sổ đỏ/ Sổ hồng.,10 m,7.5 m
"Đường Lý Nhật Quang, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","37,8 tỷ","~98,18 triệu/m²",385 m²,6 tầng,27 phòng,16 m,10.5 m
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Mỹ Đa Tây 5, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","12,5 tỷ","~64,77 triệu/m²",193 m²,Sổ đỏ/ Sổ hồng,,10 m,15 m
"Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Hải Châu, Đà Nẵng",65 tỷ,"~115,45 triệu/m²",563 m²,Sổ đỏ/ Sổ hồng,,12 m,10.5 m
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",113 tỷ,"~120,21 triệu/m²",940 m²,Sổ đỏ/ Sổ hồng,,36 m,21 m
"Đường Trần Huấn, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,112 m²,3 tầng,4 phòng,5.5 m,11 m
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",113 tỷ,"~120,21 triệu/m²",940 m²,Sổ đỏ/ Sổ hồng,,36 m,21 m
"Đường Trần Huấn, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,112 m²,3 tầng,4 phòng,5.5 m,11 m
"Đường Ngô Thì Hiệu, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","4,45 tỷ","~44,5 triệu/m²",100 m²,Đông - Bắc,Sổ đỏ.,5 m,10.5 m
"Đường Phan Văn Trị, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng","37,5 tỷ","~62,5 triệu/m²",600 m²,4 tầng,20 phòng,35 m,7.5 m
"Dự án Phú Mỹ An, Đường Nguyễn Phan Chánh, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng.",10 tỷ,"~33,33 triệu/m²",300 m²,Đông,Đã có sổ đỏ,15 m,7.5 m
"Đường Nguyễn Khắc Viện, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",16 tỷ,"~112,68 triệu/m²",142 m²,Đông - Nam,Sổ đỏ/ Sổ hồng.,8 m,15 m
"Đường Võ Nguyên Giáp, Phường An Hải Đông, Sơn Trà, Đà Nẵng",43 tỷ,"~307,14 triệu/m²",140 m²,10 tầng,24 phòng,7 m,20 m
"Đường Mai Văn Ngọc, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","2,2 tỷ",~22 triệu/m²,100 m²,,,Sổ đỏ/ Sổ hồng,
"Đường ĐT 602, Xã Hòa Ninh, Hòa Vang, Đà Nẵng","1,67 tỷ","~16,7 triệu/m²",100 m²,Nam,Sổ đỏ/ Sổ hồng,5 m,15.5 m
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,75 m²,2 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,2 phòng
"Đường Khánh An 9, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng","2,7 tỷ",~18 triệu/m²,150 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Thỏa thuận,,100 m²,,,Sổ đỏ/ Sổ hồng,
"Đường Nguyễn Tường Phổ, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","5,6 tỷ","~50,91 triệu/m²",110 m²,Nam,,5 m,15 m
"Xã Hòa Ninh, Hòa Vang, Đà Nẵng",3 tỷ,~500 nghìn/m²,6.000 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Mỹ Đa Tây 5, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,300 m²,Đông - Bắc,3 tầng,15 m,Đông - Bắc
"Phố Tôn Đức Thắng, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",,,,,,,
"Xã Hòa Ninh, Hòa Vang, Đà Nẵng","10,5 tỷ","~262,5 nghìn/m²",40.000 m²,,,5 m,Sổ đỏ/ Sổ hồng
"Đường 602, Xã Hòa Ninh, Hòa Vang, Đà Nẵng",Thỏa thuận,,6.000 m²,,,Sổ đỏ/ Sổ hồng.,
"Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",27 tỷ,"~122,73 triệu/m²",220 m²,Tây - Nam,4 tầng,8.5 m,10.5 m
"Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"382,5 m²",Tây,Sổ đỏ/ Sổ hồng,15 m,10.5 m
"Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"382,5 m²",Tây,Sổ đỏ/ Sổ hồng,15 m,10.5 m
"Đường Đỗ Bá, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",78 tỷ,"~203,92 triệu/m²","382,5 m²",Tây - Nam,Sổ đỏ/ Sổ hồng,25 m,10.5 m
"Đường Hùng Vương, Phường Hải Châu II, Hải Châu, Đà Nẵng",40 tỷ,"~281,69 triệu/m²",142 m²,Tây - Bắc,4 tầng,6 m,15 m
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Thỏa thuận,,125 m²,Tây - Nam,3 tầng,5 m,15 m
"Đường Thái Phiên, Phường Phước Ninh, Hải Châu, Đà Nẵng","253,6 tỷ","~198,12 triệu/m²",1.280 m²,,,,
"Đường 2/9, Phường Bình Hiên, Hải Châu, Đà Nẵng","19,7 tỷ","~218,89 triệu/m²",90 m²,,,,
"Đường Phan Thanh, Phường Thạc Gián, Thanh Khê, Đà Nẵng","7,2 tỷ",~144 triệu/m²,50 m²,,,4 m,Sổ đỏ/ Sổ hồng.
"Dự án Euro Village, Phường An Hải Tây, Sơn Trà, Đà Nẵng",12 tỷ,~120 triệu/m²,100 m²,3 phòng,Sổ đỏ/ Sổ hồng.,3 tầng,4 phòng
